node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
210,1,0,0.16201667886109894,1,0.60955287333013,0.8315317748803056,0.3131493385392663,0,0,0.0,0.0,0.0,8.0,0.43275661654054925,0.0,0.0,0.0,8.0,0.16201667886109894,1,1,0.8315317748803056
211,6,0,-0.9418392852749012,-1,0.24444233164322382,0.5202918211708837,-0.9533373942647188,0,0,0.0,0.0,0.0,11.0,0.36535331682666367,0.0,0.0,0.0,11.0,-0.9418392852749012,-1,6,0.5202918211708837
212,1,0,0.4613126806646718,1,0.4681033054484916,0.7699527593908359,0.7271370370105955,0,0,0.0,0.0,0.0,9.5,0.43639528105171577,0.0,0.0,0.0,9.5,0.4613126806646718,1,1,0.7699527593908359
213,4,0,0.4131243630247522,1,0.4454210792274379,0.8194959464727976,0.6784566051874611,1,1,0.0,0.0,0.0,10.5,0.41621481683613315,0.0,0.0,0.0,10.5,0.4131243630247522,1,4,0.8194959464727976
214,2,0,0.33582558252702766,1,0.2520268901859195,0.6569175946707934,0.5860649677692145,1,1,0.0,0.0,0.0,9.5,0.3498518785504954,0.0,0.0,0.0,9.5,0.33582558252702766,1,2,0.6569175946707934
215,1,0,-0.9549192765997179,-1,0.33342075673808647,0.702659487188709,-0.9559839490141143,1,1,0.0,0.0,0.0,11.0,0.32410251266987183,0.0,0.0,0.0,11.0,-0.9549192765997179,-1,1,0.702659487188709
216,4,0,0.3012840301468439,1,0.4645775790788221,0.7412125420610495,0.5388744207904623,0,0,0.0,0.0,0.0,11.0,0.4411383144489876,0.0,0.0,0.0,11.0,0.3012840301468439,1,4,0.7412125420610495
217,1,0,0.09398867416158088,1,0.6457437859148494,0.9664247801684734,0.18579411127140905,1,1,0.0,0.0,0.0,6.5,0.495014255493803,0.0,0.0,0.0,6.5,0.09398867416158088,1,1,0.9664247801684734
218,2,0,-0.960987424975977,-1,0.342237246190798,0.6500198510914896,-0.957198293629126,0,0,0.0,0.0,0.0,10.0,0.39071728105010034,0.0,0.0,0.0,10.0,-0.960987424975977,-1,2,0.6500198510914896
219,4,0,-0.9115175730674173,-1,0.697849946074947,0.9787099676449683,-0.9465910948011727,0,0,0.0,0.0,0.0,11.0,0.5504179383152993,0.0,0.0,0.0,11.0,-0.9115175730674173,-1,4,0.9787099676449683
220,1,0,0.10031598539217403,1,0.5274789714436781,0.8042467011292389,0.19798259548305125,0,0,0.0,0.0,0.0,9.0,0.434922195966301,0.0,0.0,0.0,9.0,0.10031598539217403,1,1,0.8042467011292389
